employee_id,employee_name,month,salary_amount
EMP001,张三,202401,8500
EMP001,张三,202402,8500
EMP001,张三,202403,8500
EMP001,张三,202404,8500
EMP001,张三,202405,8500
EMP001,张三,202406,8500
EMP001,张三,202407,8500
EMP001,张三,202408,8500
EMP001,张三,202409,8500
EMP001,张三,202410,8500
EMP001,张三,202411,8500
EMP001,张三,202412,8500
EMP002,李四,202401,15000
EMP002,李四,202402,15000
EMP002,李四,202403,15000
EMP002,李四,202404,15000
EMP002,李四,202405,15000
EMP002,李四,202406,15000
EMP002,李四,202407,15000
EMP002,李四,202408,15000
EMP002,李四,202409,15000
EMP002,李四,202410,15000
EMP002,李四,202411,15000
EMP002,李四,202412,15000
EMP003,王五,202401,3000
EMP003,王五,202402,3000
EMP003,王五,202403,3000
EMP003,王五,202404,3000
EMP003,王五,202405,3000
EMP003,王五,202406,3000
EMP003,王五,202407,3000
EMP003,王五,202408,3000
EMP003,王五,202409,3000
EMP003,王五,202410,3000
EMP003,王五,202411,3000
EMP003,王五,202412,3000
EMP004,赵六,202401,45000
EMP004,赵六,202402,45000
EMP004,赵六,202403,45000
EMP004,赵六,202404,45000
EMP004,赵六,202405,45000
EMP004,赵六,202406,45000
EMP004,赵六,202407,45000
EMP004,赵六,202408,45000
EMP004,赵六,202409,45000
EMP004,赵六,202410,45000
EMP004,赵六,202411,45000
EMP004,赵六,202412,45000
EMP005,钱七,202401,20000
EMP005,钱七,202402,20000
EMP005,钱七,202403,20000
EMP005,钱七,202404,20000
EMP005,钱七,202405,20000
EMP005,钱七,202406,20000
EMP005,钱七,202407,20000
EMP005,钱七,202408,20000
EMP005,钱七,202409,20000
EMP005,钱七,202410,20000
EMP005,钱七,202411,20000
EMP005,钱七,202412,20000
EMP006,孙八,202401,12000
EMP006,孙八,202402,12000
EMP006,孙八,202403,12000
EMP006,孙八,202404,12000
EMP006,孙八,202405,12000
EMP006,孙八,202406,12000
EMP006,孙八,202407,12000
EMP006,孙八,202408,12000
EMP006,孙八,202409,12000
EMP006,孙八,202410,12000
EMP006,孙八,202411,12000
EMP006,孙八,202412,12000
EMP007,周九,202401,25000
EMP007,周九,202402,25000
EMP007,周九,202403,25000
EMP007,周九,202404,25000
EMP007,周九,202405,25000
EMP007,周九,202406,25000
EMP007,周九,202407,25000
EMP007,周九,202408,25000
EMP007,周九,202409,25000
EMP007,周九,202410,25000
EMP007,周九,202411,25000
EMP007,周九,202412,25000
EMP008,吴十,202401,8000
EMP008,吴十,202402,8000
EMP008,吴十,202403,8000
EMP008,吴十,202404,8000
EMP008,吴十,202405,8000
EMP008,吴十,202406,8000
EMP008,吴十,202407,8000
EMP008,吴十,202408,8000
EMP008,吴十,202409,8000
EMP008,吴十,202410,8000
EMP008,吴十,202411,8000
EMP008,吴十,202412,8000
EMP009,郑十一,202401,18000
EMP009,郑十一,202402,18000
EMP009,郑十一,202403,18000
EMP009,郑十一,202404,18000
EMP009,郑十一,202405,18000
EMP009,郑十一,202406,18000
EMP009,郑十一,202407,18000
EMP009,郑十一,202408,18000
EMP009,郑十一,202409,18000
EMP009,郑十一,202410,18000
EMP009,郑十一,202411,18000
EMP009,郑十一,202412,18000
EMP010,王十二,202401,6000
EMP010,王十二,202402,6000
EMP010,王十二,202403,6000
EMP010,王十二,202404,6000
EMP010,王十二,202405,6000
EMP010,王十二,202406,6000
EMP010,王十二,202407,6000
EMP010,王十二,202408,6000
EMP010,王十二,202409,6000
EMP010,王十二,202410,6000
EMP010,王十二,202411,6000
EMP010,王十二,202412,6000
EMP011,刘明,202401,35000
EMP011,刘明,202402,35000
EMP011,刘明,202403,35000
EMP011,刘明,202404,35000
EMP011,刘明,202405,35000
EMP011,刘明,202406,35000
EMP011,刘明,202407,35000
EMP011,刘明,202408,35000
EMP011,刘明,202409,35000
EMP011,刘明,202410,35000
EMP011,刘明,202411,35000
EMP011,刘明,202412,35000
EMP012,陈红,202401,5000
EMP012,陈红,202402,5000
EMP012,陈红,202403,5000
EMP012,陈红,202404,5000
EMP012,陈红,202405,5000
EMP012,陈红,202406,5000
EMP012,陈红,202407,5000
EMP012,陈红,202408,5000
EMP012,陈红,202409,5000
EMP012,陈红,202410,5000
EMP012,陈红,202411,5000
EMP012,陈红,202412,5000
EMP013,林强,202401,22000
EMP013,林强,202402,22000
EMP013,林强,202403,22000
EMP013,林强,202404,22000
EMP013,林强,202405,22000
EMP013,林强,202406,22000
EMP013,林强,202407,22000
EMP013,林强,202408,22000
EMP013,林强,202409,22000
EMP013,林强,202410,22000
EMP013,林强,202411,22000
